Index,All Students,Minority,Economically Disadvantaged,Female,Male,Bil/ESL,Gifted,Special Ed,Title1,At Risk,Immigrant,Migrant,Dyslexic,Homeless,Foster Care,District,Year
1277,8.6,0.857142857,0.5,0.5,0.5,0.333333333,0.5,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0,0,53001,15
1278,12.5,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,54903,15
1279,33.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,57802,15
1280,33,0.963362069,0.696969697,0.558303887,0.441696113,0.117647059,0.029411765,0.058823529,0.818181818,0.418660287,0.029411765,0.029411765,0,0,0,57803,15
1281,17.3,0.867052023,0.409836066,0.545454545,0.454545455,0.320512821,0.333333333,0.320512821,0.367647059,0.342465753,0.25,0.25,0,0,0,57807,15
1282,37.5,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,57825,15
1283,33.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,57828,15
1284,8.8,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,57829,15
1285,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,57833,15
1286,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,57840,15
1287,39.7,0.869109948,0.588235294,0.484536082,0.515463918,0.277777778,0.277777778,0.27173913,0.75,0.253731343,0.25,0.25,0,0,0,57848,15
1288,42,0.773669973,0.529355149,0.59073724,0.40926276,0.047938639,0.263157895,0.023809524,0.976744186,0.314009662,0.024271845,0.023255814,0,0,0,57903,15
1289,13.2,0.916666667,0.465240642,0.5,0.5,0.111111111,0.136612022,0.111111111,0.111111111,0.375,0.111111111,0.111111111,0,0,0,57904,15
1290,24.7,0.904761905,0.8,0.593375721,0.406624279,0.066666667,0.317000742,0.011111111,0.918518519,0.271375465,0.011152416,0.003690037,0,0,0,57905,15
1291,13.7,0.925816024,0.497991968,0.585062241,0.414937759,0.1,0.326086957,0.1,0.1,0.20661157,0.1,0.1,0,0,0,57906,15
1292,30.1,0.924528302,0.603174603,0.625,0.375,0.111111111,0.282485876,0.125,0.111111111,0.297752809,0.111111111,0.111111111,0,0,0,57907,15
1293,27.1,0.716001298,0.457114362,0.581967213,0.418032787,0.016528926,0.16252073,0.008264463,0.991735537,0.15040107,0.016528926,0.008264463,0,0,0,57909,15
1294,19.3,0.887640449,0.630909091,0.602473498,0.397526502,0.090909091,0.222727273,0.022321429,0.301818182,0.335472044,0.013748854,0.02173913,0,0,0,57910,15
1295,76,0.206820682,0.029411765,0.539877301,0.460122699,0.030193237,0.242424242,0.017412935,0.029411765,0.052434457,0.029411765,0.029411765,0,0,0,57911,15
1296,26.7,0.891625616,0.646211647,0.572755418,0.427244582,0.061365059,0.26424546,0.01552795,0.012523482,0.424433249,0.031486146,0.015441631,0,0,0,57912,15
1297,3.5,0.92917847,0.7,0.6,0.4,0.1,0.205761317,0.1,0.909090909,0.224215247,0.1,0.090909091,0,0,0,57913,15
1298,30,0.804606241,0.610469592,0.589802131,0.410197869,0.022324865,0.275596613,0.018939394,0.177059276,0.207137316,0.004654771,0.018867925,0,0,0,57914,15
1299,55,0.528778913,0.310915105,0.546448087,0.453551913,0.020396913,0.260749724,0.013676149,0.013601741,0.179800222,0.041620422,0.013513514,0,0,0,57916,15
1300,82,0.577226607,0.0625,0.515151515,0.484848485,0.03030303,0.454545455,0.03030303,0.03030303,0.0625,0.03030303,0.03030303,0,0,0,57922,15
1301,75,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,59901,15
1302,60,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,61501,15
1303,49.4,0.422029703,0.215155616,0.568942436,0.431057564,0.033738192,0.271989175,0.032808399,0.0327654,0.110958904,0.033333333,0.032722513,0,0,0,61901,15
1304,75.2,0.476324238,0.161632653,0.568181818,0.431818182,0.017142857,0.297959184,0.005714286,0.01,0.068796069,0.011056511,0.01,0,0,0,61902,15
1305,10.5,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,61903,15
1306,40.3,0.704225352,0.260416667,0.691358025,0.308641975,0.2,0.280898876,0.2,0.2,0.25,0.2,0.2,0,0,0,61905,15
1307,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,61906,15
1308,70.3,0.842696629,0.490196078,0.431818182,0.568181818,0.333333333,0.520833333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,61907,15
1309,36.4,0.777202073,0.390625,0.675675676,0.324324324,0.25,0.337837838,0.25,0.75,0.337837838,0.25,0.25,0,0,0,61908,15
1310,80.4,0.789473684,0.367647059,0.409836066,0.590163934,0.362318841,0.438596491,0.362318841,0.333333333,0.367647059,0.367647059,0.333333333,0,0,0,61910,15
1311,50.8,0.330071174,0.096744186,0.531914894,0.468085106,0.02283105,0.158139535,0.022872827,0.022789426,0.073831776,0.022914757,0.022222222,0,0,0,61911,15
1312,56.2,0.710784314,0.252525253,0.489795918,0.510204082,0.2,0.442477876,0.2,0.2,0.225225225,0.2,0.2,0,0,0,61912,15
1313,54.1,0.6796875,0.38071066,0.576271186,0.423728814,0.12755102,0.253807107,0.126903553,0.125,0.202312139,0.126262626,0.125,0,0,0,61914,15
1314,2.9,0.857142857,0.333333333,0.5,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,62901,15
1315,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,65902,15
1316,63.6,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,66902,15
1317,15.5,0.745934959,0.220264317,0.581473214,0.418526786,0.054054054,0.250556793,0.027027027,0.027932961,0.375709421,0.027777778,0.027027027,0,0,0,68901,15
1318,4,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,70801,15
1319,34.5,0.743083004,0.337748344,0.542682927,0.457317073,0.142857143,0.457317073,0.142857143,0.857142857,0.115942029,0.142857143,0.142857143,0,0,0,70903,15
1320,22.8,0.86631016,0.568965517,0.479166667,0.520833333,0.362318841,0.409836066,0.333333333,0.333333333,0.390625,0.333333333,0.333333333,0,0,0,70905,15
1321,55.8,0.472972973,0.172413793,0.561403509,0.438596491,0.083333333,0.254237288,0.085324232,0.083333333,0.078947368,0.086206897,0.083333333,0,0,0,70908,15
1322,56.5,0.688596491,0.354609929,0.524475524,0.475524476,0.170068027,0.378787879,0.170068027,0.166666667,0.174825175,0.166666667,0.166666667,0,0,0,70911,15
1323,51.3,0.683486239,0.227272727,0.614754098,0.385245902,0.166666667,0.406504065,0.166666667,0.833333333,0.210084034,0.19379845,0.166666667,0,0,0,70912,15
1324,27.5,0.847560976,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,71801,15
1325,51.5,0.885321101,0.671052632,0.480519481,0.519480519,0.247524752,0.287356322,0.247524752,0.8,0.355263158,0.2,0.2,0,0,0,71806,15
1326,33.3,0.945533769,0.833865815,0.607594937,0.392405063,0.076687117,0.099041534,0.074183976,0.928571429,0.242811502,0.074183976,0.074850299,0,0,0,71901,15
1327,40.4,0.874328679,0.524874231,0.555247085,0.444752915,0.055555556,0.356164384,0.01369863,0.835616438,0.277777778,0.028169014,0.013888889,0,0,0,71902,15
1328,25.9,0.888888889,0.662162162,0.592592593,0.407407407,0.347222222,0.269230769,0.25,0.75,0.326923077,0.328947368,0.333333333,0,0,0,71903,15
1329,10.4,0.933333333,0.894514768,0.529680365,0.470319635,0.204918033,0.113636364,0.10460251,0.9,0.356481481,0.106382979,0.104166667,0,0,0,71904,15
1330,20.2,0.943229167,0.635157546,0.573163998,0.426836002,0.034825871,0.174129353,0.013751375,0.986361157,0.283008357,0.013812155,0.01370614,0,0,0,71905,15
1331,28.9,0.908759124,0.576642336,0.717391304,0.282608696,0.161290323,0.204379562,0.154320988,0.857142857,0.323529412,0.155279503,0.159235669,0,0,0,71907,15
1332,94.3,0.888888889,0.75,0.666666667,0.333333333,0.107142857,0.107142857,0.25,0.75,0.666666667,0.25,0.25,0,0,0,71908,15
1333,22.2,0.956896552,0.626404494,0.568181818,0.431818182,0.045454545,0.227272727,0.022727273,0.977272727,0.208719852,0.022727273,0.022727273,0,0,0,71909,15
1334,55.6,0.857142857,0.657894737,0.468085106,0.531914894,0.581395349,0.5,0.581395349,0.581395349,0.5,0.581395349,0.5,0,0,0,72801,15
1335,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,72902,15
1336,61,0.79787234,0.362318841,0.397590361,0.602409639,0.304878049,0.347222222,0.25,0.25,0.320512821,0.304878049,0.25,0,0,0,72903,15
1337,18.8,0.852272727,0.510204082,0.625,0.375,0.333333333,0.5,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0,0,74903,15
1338,48,0.909090909,0.641025641,0.358974359,0.641025641,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,74907,15
1339,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,74909,15
1340,21.1,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,75901,15
1341,47.9,0.735294118,0.308641975,0.609375,0.390625,0.25,0.367647059,0.25,0.25,0.25,0.25,0.25,0,0,0,75902,15
1342,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,77902,15
1343,20,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,78901,15
1344,51.9,0.603809524,0.228315055,0.584148728,0.415851272,0.024437928,0.313060818,0.02446184,0.273180459,0.141716567,0.024509804,0.023809524,0,0,0,79901,15
1345,62.9,0.810810811,0.390625,0.735294118,0.264705882,0.333333333,0.409836066,0.333333333,0.333333333,0.362318841,0.357142857,0.333333333,0,0,0,79906,15
1346,63.3,0.80859375,0.241457215,0.556494787,0.443505213,0.011296244,0.232985032,0.003388873,0.044620164,0.105263158,0.015280136,0.006993007,0,0,0,79907,15
1347,30.3,0.838709677,0.456521739,0.480769231,0.519230769,0.373134328,0.490196078,0.333333333,0.666666667,0.378787879,0.378787879,0.333333333,0,0,0,79910,15
1348,10,0.857142857,0.5,0.5,0.5,0.333333333,0.5,0.333333333,0.666666667,0.5,0.333333333,0.333333333,0,0,0,80901,15
1349,24.4,0.75,0.333333333,0.581395349,0.418604651,0.333333333,0.375,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,81902,15
1350,9.3,0.75,0.409836066,0.666666667,0.333333333,0.25,0.333333333,0.25,0.75,0.333333333,0.25,0.25,0,0,0,81904,15
1351,66.7,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,82903,15
1352,41.2,0.724137931,0.462765957,0.595238095,0.404761905,0.111111111,0.281914894,0.111111111,0.888888889,0.053191489,0.111111111,0.111111111,0,0,0,84901,15
1353,29.4,0.724264706,0.483146067,0.549450549,0.450549451,0.125628141,0.174157303,0.123762376,0.888888889,0.056497175,0.124378109,0.111111111,0,0,0,84902,15
1354,21.1,0.75877193,0.342105263,0.621212121,0.378787879,0.165562914,0.337837838,0.142857143,0.142857143,0.209677419,0.167785235,0.142857143,0,0,0,84906,15
1355,30.8,0.697674419,0.255102041,0.595238095,0.404761905,0.2,0.268817204,0.235849057,0.2,0.247524752,0.2,0.2,0,0,0,84909,15
1356,66,0.472864052,0.110314396,0.558887677,0.441112323,0.01370614,0.236072808,0.013653741,0.013668671,0.101441242,0.017738359,0.013513514,0,0,0,84910,15
1357,75,0.448637317,0.066137566,0.523560209,0.476439791,0.0625,0.263852243,0.0625,0.0625,0.067024129,0.064102564,0.0625,0,0,0,84911,15
1358,10,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,85902,15
1359,50.9,0.642857143,0.223214286,0.5859375,0.4140625,0.1953125,0.396825397,0.166666667,0.166666667,0.210084034,0.166666667,0.166666667,0,0,0,86901,15
1360,33.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,88902,15
1361,40,0.920245399,0.568181818,0.375,0.625,0.5,0.342105263,0.5,0.5,0.531914894,0.5,0.5,0,0,0,89901,15
1362,17.4,0.654320988,0.354609929,0.5,0.5,0.170068027,0.352112676,0.166666667,0.166666667,0.1953125,0.166666667,0.166666667,0,0,0,90904,15
1363,38.8,0.698019802,0.21875,0.526315789,0.473684211,0.215517241,0.242718447,0.2,0.2,0.221238938,0.2,0.2,0,0,0,91903,15
1364,25,0.75,0.490196078,0.5,0.5,0.333333333,0.333333333,0.462962963,0.333333333,0.471698113,0.462962963,0.333333333,0,0,0,91905,15
1365,58.1,0.6105919,0.387755102,0.6,0.4,0.098039216,0.393700787,0.096153846,0.909090909,0.139830508,0.099206349,0.090909091,0,0,0,91906,15
1366,18.5,0.815217391,0.423728814,0.555555556,0.444444444,0.333333333,0.454545455,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,91908,15
1367,44.6,0.810810811,0.446428571,0.625,0.375,0.333333333,0.446428571,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,91909,15
1368,81.8,0.857142857,0.5,0.833333333,0.166666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,91910,15
1369,78.7,0.833333333,0.333333333,0.5,0.5,0.333333333,0.510204082,0.333333333,0.333333333,0.438596491,0.333333333,0.333333333,0,0,0,91913,15
1370,17.1,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,91914,15
1371,56,0.872093023,0.555555556,0.609756098,0.390243902,0.5,0.641025641,0.5,0.5,0.5,0.5,0.5,0,0,0,91917,15
1372,17.8,0.867052023,0.454545455,0.5,0.5,0.333333333,0.333333333,0.396825397,0.333333333,0.409836066,0.333333333,0.333333333,0,0,0,92902,15
1373,12.3,0.716332378,0.4,0.6,0.4,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0,0,0,92903,15
1374,43.2,0.643518519,0.33557047,0.551470588,0.448529412,0.142857143,0.344827586,0.142857143,0.164473684,0.178571429,0.142857143,0.142857143,0,0,0,92904,15
1375,15,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,92906,15
1376,59.4,0.72815534,0.284090909,0.626865672,0.373134328,0.25,0.352112676,0.25,0.25,0.284090909,0.25,0.25,0,0,0,92907,15
1377,90,0.857142857,0.5,0.714285714,0.285714286,0.5,0.305555556,0.5,0.5,0.5,0.5,0.5,0,0,0,92908,15
1378,25,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,93903,15
1379,34.7,0.856321839,0.324324324,0.694444444,0.305555556,0.3125,0.362318841,0.3125,0.25,0.384615385,0.25,0.25,0,0,0,93904,15
1380,21.1,0.684981685,0.412087912,0.561403509,0.438596491,0.125,0.303030303,0.125,0.125,0.234177215,0.136612022,0.125,0,0,0,94901,15
1381,41,0.556616644,0.096385542,0.538461538,0.461538462,0.037037037,0.13141994,0.037037037,0.037037037,0.148148148,0.037037037,0.037037037,0,0,0,94902,15
1382,50.8,0.789473684,0.337837838,0.675675676,0.324324324,0.324675325,0.362318841,0.25,0.25,0.337837838,0.324675325,0.25,0,0,0,94903,15
1383,35.3,0.882352941,0.510204082,0.694444444,0.305555556,0.333333333,0.5,0.333333333,0.333333333,0.480769231,0.333333333,0.333333333,0,0,0,94904,15
1384,12.6,0.845864662,0.462962963,0.531914894,0.468085106,0.142857143,0.342465753,0.154320988,0.142857143,0.166666667,0.142857143,0.142857143,0,0,0,95905,15
1385,25,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,97902,15
1386,33.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,97903,15
1387,20,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,98901,15
1388,3.6,0.75,0.333333333,0.666666667,0.333333333,0.25,0.333333333,0.25,0.25,0.25,0.25,0.25,0,0,0,100903,15
1389,52.5,0.810810811,0.431034483,0.595238095,0.404761905,0.333333333,0.5,0.333333333,0.333333333,0.403225806,0.333333333,0.333333333,0,0,0,100904,15
1390,34.3,0.828729282,0.446428571,0.609756098,0.390243902,0.333333333,0.555555556,0.333333333,0.333333333,0.409836066,0.333333333,0.333333333,0,0,0,100905,15
1391,48.9,0.70754717,0.280898876,0.649350649,0.350649351,0.25,0.316455696,0.25,0.265957447,0.284090909,0.25,0.25,0,0,0,100907,15
1392,39.3,0.875,0.568965517,0.641025641,0.358974359,0.333333333,0.480769231,0.333333333,0.666666667,0.471698113,0.431034483,0.333333333,0,0,0,101806,15
1393,24,0.959349593,0.87250996,0.557086614,0.442913386,0.048732943,0.045454545,0.047619048,0.954545455,0.271084337,0.047619048,0.045454545,0,0,0,101813,15
1394,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,101822,15
1395,33.2,0.980724749,0.835820896,0.553933496,0.446066504,0.024046434,0.02,0.024046434,0.98,0.257071547,0.020491803,0.020358306,0,0,0,101845,15
1396,52.3,0.860335196,0.53271028,0.504950495,0.495049505,0.2,0.277777778,0.2,0.8,0.252525253,0.235849057,0.2,0,0,0,101846,15
1397,56.5,0.891666667,0.339285714,0.561403509,0.438596491,0.129533679,0.261904762,0.130208333,0.875,0.149700599,0.131578947,0.125,0,0,0,101858,15
1398,58,0.884169884,0.449367089,0.578034682,0.421965318,0.137362637,0.304878049,0.125,0.875,0.221518987,0.125,0.125,0,0,0,101862,15
1399,16.2,0.970896391,0.78314746,0.579268293,0.420731707,0.061538462,0.254342432,0.015151515,0.984848485,0.322298563,0.046153846,0.015151515,0,0,0,101902,15
1400,28.6,0.96197411,0.720651243,0.564381271,0.435618729,0.055698372,0.203084833,0.021097046,0.979026846,0.261245675,0.009515571,0.020833333,0,0,0,101903,15
1401,22,0.940334129,0.717391304,0.595238095,0.404761905,0.074404762,0.108695652,0.073313783,0.071428571,0.219435737,0.073313783,0.071428571,0,0,0,101905,15
1402,37.6,0.700980392,0.25,0.541284404,0.458715596,0.2,0.247524752,0.2,0.8,0.247524752,0.210084034,0.2,0,0,0,101906,15
1403,61,0.601851852,0.30804077,0.546831183,0.453168817,0.006795017,0.183465459,0.00594564,0.007050197,0.034375,0.022727273,0.006993007,0,0,0,101907,15
1404,30.3,0.559386973,0.239631336,0.510869565,0.489130435,0.054704595,0.218894009,0.054466231,0.054824561,0.046082949,0.054585153,0.052631579,0,0,0,101908,15
1405,50.8,0.950323974,0.719895288,0.623441397,0.376558603,0.06443299,0.321989529,0.062189055,0.941176471,0.171503958,0.062656642,0.062034739,0,0,0,101910,15
1406,26.3,0.718703976,0.41588785,0.647865854,0.352134146,0.038580247,0.194099379,0.0382263,0.038167939,0.125796178,0.038580247,0.037037037,0,0,0,101911,15
1407,33.3,0.870944484,0.659156977,0.554967525,0.445032475,0.030240716,0.365067829,0.012090436,0.936746988,0.353091529,0.018500487,0.003021148,0,0,0,101912,15
1408,58.7,0.473243069,0.158569501,0.569705094,0.430294906,0.016677785,0.182602922,0.01662234,0.01671123,0.151719488,0.016700067,0.016393443,0,0,0,101913,15
1409,72.7,0.5959268,0.164674238,0.544451074,0.455548926,0.014925373,0.208009564,0.003586372,0.007438262,0.075675676,0.025825826,0.007407407,0,0,0,101914,15
1410,56.7,0.625801853,0.25,0.539291217,0.460708783,0.018867925,0.188679245,0.018867925,0.018867925,0.115384615,0.019319938,0.018867925,0,0,0,101915,15
1411,22,0.633952255,0.264604811,0.587248322,0.412751678,0.076923077,0.343642612,0.076923077,0.923076923,0.103448276,0.076923077,0.076923077,0,0,0,101916,15
1412,27.8,0.921366594,0.66591676,0.573266219,0.426733781,0.01912261,0.183914511,0.013904338,0.01369863,0.197628458,0.01399776,0.013888889,0,0,0,101917,15
1413,13.1,0.890736342,0.576726343,0.559701493,0.440298507,0.03125,0.448849105,0.03030303,0.03113325,0.267275098,0.031766201,0.03030303,0,0,0,101919,15
1414,53.2,0.535905681,0.285794497,0.556173526,0.443826474,0.027777778,0.194444444,0.01369863,0.013888889,0.135927806,0.027855153,0.01369863,0,0,0,101920,15
1415,69.7,0.433753943,0.125838926,0.53807947,0.46192053,0.04091653,0.25083612,0.04,0.040983607,0.083472454,0.041528239,0.04,0,0,0,101921,15
1416,18.9,0.897119342,0.704347826,0.666666667,0.333333333,0.18115942,0.208695652,0.178571429,0.166666667,0.730434783,0.178571429,0.166666667,0,0,0,101924,15
1417,43.4,0.72815534,0.304878049,0.450549451,0.549450549,0.25,0.337837838,0.25,0.25,0.277777778,0.25,0.25,0,0,0,101925,15
1418,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,102901,15
1419,33.5,0.798913043,0.473684211,0.537037037,0.462962963,0.2,0.669642857,0.2,0.8,0.235849057,0.2,0.2,0,0,0,102902,15
1420,58.2,0.612244898,0.213675214,0.5859375,0.4140625,0.166666667,0.423728814,0.18115942,0.166666667,0.190839695,0.166666667,0.166666667,0,0,0,102904,15
1421,40,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,102906,15
1422,33.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,104903,15
1423,57.1,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,105801,15
1424,40.7,0.77394636,0.26035503,0.598802395,0.401197605,0.14619883,0.320512821,0.142857143,0.145348837,0.128378378,0.145348837,0.142857143,0,0,0,105902,15
1425,72.2,0.479289941,0.100401606,0.590551181,0.409448819,0.096525097,0.306122449,0.096899225,0.090909091,0.026086957,0.090909091,0.096525097,0,0,0,105904,15
1426,74.3,0.661764706,0.268817204,0.574712644,0.425287356,0.2,0.263157895,0.2,0.2,0.245098039,0.2,0.2,0,0,0,105905,15
1427,36.7,0.623115578,0.305929919,0.5859375,0.4140625,0.032894737,0.277628032,0.032851511,0.025606469,0.174796748,0.03298153,0.032258065,0,0,0,105906,15
1428,12.7,0.699300699,0.443786982,0.520833333,0.479166667,0.125,0.147058824,0.125,0.875,0.418994413,0.125,0.125,0,0,0,107901,15
1429,10.5,0.6015625,0.392857143,0.522292994,0.477707006,0.142857143,0.171232877,0.152439024,0.857142857,0.164473684,0.153374233,0.142857143,0,0,0,107902,15
1430,33.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,107905,15
1431,25,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,108804,15
1432,19.7,0.957446809,0.880952381,0.534883721,0.465116279,0.095238095,0.023255814,0.047619048,0.976744186,0.312199808,0.023809524,0.023255814,0,0,0,108807,15
1433,37.7,0.875,0.590163934,0.509803922,0.490196078,0.333333333,0.333333333,0.333333333,0.666666667,0.373134328,0.333333333,0.333333333,0,0,0,108808,15
1434,12.9,0.951830443,0.822102426,0.568181818,0.431818182,0.065789474,0.371967655,0.063613232,0.9375,0.433701657,0.065274151,0.091644205,0,0,0,108902,15
1435,16.9,0.916666667,0.857142857,0.531914894,0.468085106,0.159235669,0.288888889,0.157232704,0.857142857,0.25,0.159235669,0.125925926,0,0,0,108903,15
1436,30.9,0.975369458,0.7599094,0.579470199,0.420529801,0.036240091,0.182332956,0.027746948,0.972972973,0.265073948,0.027964206,0.045300113,0,0,0,108904,15
1437,11,0.923076923,0.852071006,0.574712644,0.425287356,0.095808383,0.251497006,0.125,0.875,0.293413174,0.13368984,0.135135135,0,0,0,108905,15
1438,30.7,0.95567495,0.531161473,0.546544429,0.453455571,0.087719298,0.339285714,0.01754386,0.98245614,0.232142857,0.026203966,0.01754386,0,0,0,108906,15
1439,20.4,0.923076923,0.594594595,0.556213018,0.443786982,0.137362637,0.276243094,0.125,0.875,0.379746835,0.137362637,0.138888889,0,0,0,108907,15
1440,13.2,0.965277778,0.747048904,0.621890547,0.378109453,0.042301184,0.212585034,0.04,0.96,0.301204819,0.04145937,0.042372881,0,0,0,108908,15
1441,11.4,0.985939258,0.831815422,0.557901086,0.442098914,0.123861566,0.186399514,0.015114873,0.985047847,0.439681568,0.016533987,0.043108682,0,0,0,108909,15
1442,25,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,108910,15
1443,45.7,0.947275923,0.473913043,0.477707006,0.522292994,0.063043478,0.147826087,0.051759834,0.95,0.157894737,0.053418803,0.05,0,0,0,108911,15
1444,9.6,0.975442043,0.956120092,0.571917808,0.428082192,0.032332564,0.407621247,0.027777778,0.972222222,0.526869159,0.028409091,0.071593533,0,0,0,108912,15
1445,22.3,0.976331361,0.560301508,0.616368286,0.383631714,0.125313283,0.308641975,0.058823529,0.941176471,0.238095238,0.06281407,0.063451777,0,0,0,108913,15
1446,3.9,0.875,0.666666667,0.5,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0.5,0.333333333,0.333333333,0,0,0,108914,15
1447,7.3,0.875,0.666666667,0.5,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0,0,108915,15
1448,21.7,0.916666667,0.791946309,0.613496933,0.386503067,0.201342282,0.16025641,0.147058824,0.857142857,0.35862069,0.151515152,0.14619883,0,0,0,108916,15
1449,14.3,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,109911,15
1450,5.9,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,110902,15
1451,100,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,110907,15
1452,36.1,0.54676259,0.201257862,0.595238095,0.404761905,0.136612022,0.194968553,0.135869565,0.137362637,0.143678161,0.136612022,0.125,0,0,0,111901,15
1453,22.2,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,111902,15
1454,20,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,111903,15
1455,62.5,0.726804124,0.219178082,0.456521739,0.543478261,0.257731959,0.328947368,0.255102041,0.25,0.27173913,0.257731959,0.25,0,0,0,112901,15
1456,50,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,112906,15
1457,1.8,0.857142857,0.5,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0,0,113901,15
1458,68.4,0.857142857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,113905,15
1459,37.3,0.880239521,0.446428571,0.704225352,0.295774648,0.333333333,0.396825397,0.333333333,0.666666667,0.520833333,0.333333333,0.333333333,0,0,0,114901,15
